svd,EXHIBITION_NAME,EXHIBITION_COUNTRY,EXHIBITION_LOCATION,EXHIBITS,EXHIBITION_INDUSTRY,FREQUENCY,CONTACT_EMAIL
0.502360912,Maintenance & Resilience TOKYO,Japan,Tokyo Big Sight,"products, technologies, and services in the scope of ""maintenance"" and ""resilience"" of production equipment and the society's infrastructures, countermeasures against various disasters.","Building,Construction/Sanitation,Air-conditioning,Plumbing,Lighting;Building,Construction/EquipmentforPublicFacility,UrbanDevelopment;Building,Construction/BuildingMaintenance,Repair,Cleaning;Living/Security,Safety,FireProtection,Police,Defense;Services/OccupationalSafetyandHealth,LaborManagement;FundamentalIndustries/Mining,Energy",Annual,mente@jma.or.jp
0.550453389,INDO RENERGY 2015 EXPO & FORUM,Indonesia,Jakarta Convention Center,"Renewable Energy Products and Service, Energy Management, Building service and technology, Energy Utilities and Suppliers.","Machinery,IndustrialTechnology/Electric&Electronics(Products,Machinery);FundamentalIndustries/Mining,Energy;Building,Construction/Building&Construction,RealEstate;Building,Construction/EquipmentforPublicFacility,UrbanDevelopment",Annual,info@indorenergy.com
0.385718368,"16th International  Architecture,Interior Design & Building Exhibition, Malaysia(ARCHIDEX 15)",Malaysia,Kuala Lumpur Convention Centre,"Architecture, interior design & building-related. Windows, Doors & Glass materials, Stone, Ceramics, Bath, Pool & Spa, etc.","Building,Construction/Building&Construction,RealEstate;Building,Construction/EquipmentforPublicFacility,UrbanDevelopment;Living/Furniture&Furnishings,Parts;Hobby,Education/Horticulture,Gardening;MedicalCare,Health/HealthCare(Equipment,Products&Services);FundamentalIndustries/Minerals,Stones,Glass,Ceramics",Annual,info@archidex.com.my
0.528009926,Online Retailer Conference and eCommerce Expo 2015(Online Retailer),Australia,Royal Hall of Industries & Hordern Pavilion,"E-commerce systems and applications, Shopping cart software, Order management systems, Content management systems, Email, search and affiliate marketing, Payments and security, Shipping and fulfillment, Customer acquisition and loyalty, Site performance and analytics, etc.","Information,Telecommunication/Telecommunication,DataProcessing,Computer;Services/Advertising,Marketing,BusinessAdministration;Others/Others;Living/Security,Safety,FireProtection,Police,Defense",Annual,alice.kuepper@reedexhibitions.com.au
0.502734578,Decor + Design MELBOURNE 2015(Decor + Design MEL/15),Australia,MELBOURNE EXHIBITION CENTRE,interior products & furnishings.,"Living/Furniture&Furnishings,Parts",Annual,Decordesign@informa.com
0.353599094,Singapore Interntional Jewelry Expo 2015(SIJE 2015),Singapore,Marina Bay Sands Expo and Convention Centre,"Gems, Jewellery and Accessories, Watch, Luxury items; Jewellery, watches, art, furniture.","Living/Jewelry,Gold/Silverware,Accessories;Living/Watches&Clocks,Cameras;Living/Furniture&Furnishings,Parts",Annual,shafiq@cems.com.sg
0.572246953,13th MEDICALL 2015 - India's Premier B2B Medical Equipment Show(MEDICALL),India,Chennai Trade Centre,"Medical equipment, surgical equipment and instruments, apparatus for physical therapy, dental, ophthalmic equipment and instruments, hospital equipment, first aid supplies, medical information systems, equipment for physical therapy, rehabilitation Supplies, etc.","MedicalCare,Health/Medical&HospitalEquipment,,Supplies;MedicalCare,Health/Dental&Odontology,Ophthalmology;MedicalCare,Health/Welfare&NursingEquipment,Rehabilitation;Living/Textiles&Apparel(Materials,Products&Machinery);Machinery,IndustrialTechnology/Electric&Electronics(Products,Machinery);Living/Furniture&Furnishings,Parts",Annual,info@medicall.in
0.59239608,JA New York Summer 2015,United States,Jacob K. Javits Convention Center,"Fine Jewelry, Precious Stones and Watches, Clocks and Jewelry Services.","Living/Jewelry,Gold/Silverware,Accessories;Living/Watches&Clocks,Cameras",Three times or more a year,jasum@experient-inc.com
0.602621964,Philadelphia Gift Show 2015,United States,Greater Philadelphia Expo Center,"Gift, Jewelry, Stationery, Souvenirs, Tabletop, Gourmet, Home Accents, International Country Americana, Contemporary Crafts Design, Museum and Environmental Products.","Living/Gifts,Handicrafts,Premiums&Incentives;Living/Jewelry,Gold/Silverware,Accessories;Hobby,Education/Arts&Crafts,Antiques;Agriculture,Forestry,FisheryandFood/Food&Beverages,FoodProcessing;Environment/EnvironmentalProtection,WasteDisposal,Recycling;Living/Housewares,Tableware,Porcelain,Glassware",Twice a year,NULL
0.439693138,Global destination for shoes & accessories (GDS 2015),Germany,Duesseldorf Fairgrounds,"Shoes for Ladies, Gentlemen and Children, Leather Products and Accessories.","Living/Leather(Materials,Products,Machinery),Footwear;Living/Jewelry,Gold/Silverware,Accessories",Twice a year,gds@messe-duesseldorf.de
0.382624026,The 16th Malaysian International Food & Beverage Trade Fair 2015(MIFB2015),Malaysia,Kuala Lumpur Convention Centre (KLCC),"Beverage, wine, spirits, coffee, tea, cocoa, biscuits, cakes, snacks, sweets, sweeteners, halal food, health food, processed meat, canned, herbs, frozen food, organic food, dairy products, fruits, dried fruit, vegetables, pasta, cereals, spices, oil, additives, food manufacturing machinery.","Agriculture,Forestry,FisheryandFood/Agriculture,Forestry,FisheryProducts;Transportation,Logistics,Packaging/Packaging(Materials,Machinery&Equipment);Services/Hotel,Restaurant&CateringBusiness;Agriculture,Forestry,FisheryandFood/Food&Beverages,FoodProcessing;Machinery,IndustrialTechnology/OtherIndustrialMachinery&Equipment",Annual,mifb@sphereexhibits.com.my
0.555005605,PackPlus 2015,India,Pragati Maidan,"Digital Inkjet printing, Printing & packaging materials , Latest printing and packaging technologies.","MedicalCare,Health/Pharmaceuticals,Pharmacy;Agriculture,Forestry,FisheryandFood/Food&Beverages,FoodProcessing",Annual,info@print-packaging.com
0.460410126,China Digital Entertainment Expo & Conference(China Joy 2015),China,Shanghai New International Expo Centre,"game, animation, cosplay.","Hobby,Education/Toys&Games;Information,Telecommunication/Telecommunication,DataProcessing,Computer;Information,Telecommunication/Media,AudioVisual(Films,Photos),Graphics;Hobby,Education/Amusement&Entertainment",Annual,fisher_yu@howellexpo.com
0.444596105,"26th Malaysia International Packaging & Labelling, Food Processing & Bakery Equipment Exhibition(M'SIA-PACK & M'SIA-FOODPRO)",Malaysia,Putra World Trade Centre (PWTC),"Packaging Material, Packaging Machine, Plastic Container, Paper Box, Pharmaceutical Product & Packaging Material, Packaging Tools, Relative Equipment & Materials, Packaging Design, Food Processing/Testing Machines, Pharmaceutical Machines.","Transportation,Logistics,Packaging/Packaging(Materials,Machinery&Equipment);Machinery,IndustrialTechnology/OtherIndustrialMachinery&Equipment;Agriculture,Forestry,FisheryandFood/Food&Beverages,FoodProcessing;MedicalCare,Health/Medical&HospitalEquipment,,Supplies",Annual,esevent@esevent.com.my
0.490885584,26th Malaysia International Plastic Mould & Die(M'SIA-PLAS 2015),Malaysia,Putra World Trade Centre (PWTC),"Plastic Injection Molding Machinery, Plastic Blowing Molding Machinery, Plastic Welding Equipment, Sealing Machine, Auxiliary & Testing Equipment, Moulds & Dies, Chemicals & Raw Materials, Extrusion Machinery, Bio-plastics & Degradable PlasticsReinforcing Fibres & Materials, Synthetic Fibres.","FundamentalIndustries/Chemistry,Rubber,Plastics,Materials;Machinery,IndustrialTechnology/Metals,MetalProducts,Hardware,Tools;Machinery,IndustrialTechnology/OtherIndustrialMachinery&Equipment",Annual,esevent@esevent.com.my
0.364377421,Malaysia International Dive Expo (MIDE 2015),Malaysia,Putra World Trade Centre (PWTC),"Scuba dive, Dive & Water Sports Equipment, Boat, Dive & Adventure, Water Sports & Dive Insurance, Diving & Water Sports Apparel, Tourism Boards.","Hobby,Education/Sports(Goods,Facilities&Services);Hobby,Education/Tourism&Travel(Goods,Facilities&Services)",Annual,info@mide.com.my
0.521112168,Summer 2015 Las Vegas Market,United States,World Market Center,"Home furnishings, furniture, decorative accessories, lighting, area rugs, textiles, tabletop, gift, etc.","Living/Furniture&Furnishings,Parts;Living/Textiles&Apparel(Materials,Products&Machinery);Living/Gifts,Handicrafts,Premiums&Incentives;Others/Others",Twice a year,info@imcenters.com
0.635783195,The 21st annual NIWeek conference(NIWeek 2015),United States,Austin Convention Center,"The latest technologies for control design, measurement, automation, manufacturing, and test.","Machinery,IndustrialTechnology/Testing,Measuring&Analyzing,PrecisionMechanics;Information,Telecommunication/Telecommunication,DataProcessing,Computer",Annual,niweekexhibition@ni.com
0.599697527,SPORTFOOD EXPO 2015,Japan,Tokyo Big Sight,"Health food, health food drinks, sports drinks/food, supplements, food ingredients, organic food, food consultant, food CRO.","MedicalCare,Health/Welfare&NursingEquipment,Rehabilitation;MedicalCare,Health/HealthCare(Equipment,Products&Services);MedicalCare,Health/Fitness;Agriculture,Forestry,FisheryandFood/Food&Beverages,FoodProcessing;Living/Cosmetics,BeautyCareProducts,Perfumery;Hobby,Education/Sports(Goods,Facilities&Services)",Annual,NULL
0.466169949,The 18th Qingdao International Machine Tools Exhibition,China,Qingdao International Convention Center,"Machine tools and accessories,  Lathes, Metal forming machinery, mould and fittings, etc.","Machinery,IndustrialTechnology/MachineTools,Metalworking;Machinery,IndustrialTechnology/Metals,MetalProducts,Hardware,Tools",Annual,jcz@china-jinnuo.com
0.476911647,Manufacturing Surabaya 2015,Indonesia,Grand City Convention & Exhibition Centre,"Machine Tools, Metrology and Quality Assuarance, Air Power, Parts/Components/Accessories, Manufacturing and Process Automation, Drives & Controls, Precision Tools, Fluid Power & Systems, Services.","Machinery,IndustrialTechnology/Metals,MetalProducts,Hardware,Tools;Machinery,IndustrialTechnology/MachineTools,Metalworking;Machinery,IndustrialTechnology/Electric&Electronics(Products,Machinery);Machinery,IndustrialTechnology/Testing,Measuring&Analyzing,PrecisionMechanics;Information,Telecommunication/Telecommunication,DataProcessing,Computer",Annual,maysia@pamerindo.com
0.570281977,17th China (Qingdao) International Plastics and Rubber Industry Exhibition(CPRE 2015),China,Qingdao International Convention and Exhibition Center,"Plastics producing technologies and equipments, plastic/rubber/tire machinery and auxiliary products, plastic package, printing machine, etc.","FundamentalIndustries/Chemistry,Rubber,Plastics,Materials;Transportation,Logistics,Packaging/Packaging(Materials,Machinery&Equipment);Living/Paper&PaperProducts,Printing&Publishing;Machinery,IndustrialTechnology/OtherIndustrialMachinery&Equipment;Machinery,IndustrialTechnology/AdvancedTechnology/Materials,Composites,R&D;Building,Construction/Sanitation,Air-conditioning,Plumbing,Lighting",Annual,sujiao85785101@163.com
0.50557911,The 17th China Qingdao International Industrial AutomationTechnology and Equipment Exhibition(IAIE 2015),China,Qingdao International Convention Center,"Control equipments, electric projects, sensor, instruments, industrial information technologies, softwares, etc.","Machinery,IndustrialTechnology/Testing,Measuring&Analyzing,PrecisionMechanics;Machinery,IndustrialTechnology/ManufacturingTechnology&Engineering;Machinery,IndustrialTechnology/Electric&Electronics(Products,Machinery);Information,Telecommunication/Telecommunication,DataProcessing,Computer;Information,Telecommunication/Optics,OpticalInstruments,Laser;Machinery,IndustrialTechnology/AdvancedTechnology/Materials,Composites,R&D",Annual,cuixueping007@163.com
0.426154371,Shanghai International Luxury Living and Interior Furnishing Exhibition(LuxeHome),China,Shanghai New International Expo Center (SNIEC),"Tableware, Leatherwear and bags, Crafts, Intelligent home furniture, decorative painting and accessories, Ceramics, Glassware and crystal ware, Fashion home decor items and articles, Hotel supplies, Kitchenware and electrical appliances, Stylish furniture, Lighting furniture, etc.","Living/Leather(Materials,Products,Machinery),Footwear;Living/Furniture&Furnishings,Parts;Living/Housewares,Tableware,Porcelain,Glassware;Living/Gifts,Handicrafts,Premiums&Incentives;Building,Construction/Sanitation,Air-conditioning,Plumbing,Lighting;Services/Hotel,Restaurant&CateringBusiness",Annual,info@reedhuabo.com
0.550091399,"Thailand Retail, Food & Hospitality Service 2015 (9th Edition)(TRAFS2015)",Thailand,BITEC,"Thailand Franchise & Business, Hospitality,Coffee, Bakery,Restaurant/Retail,Hospitality.","Services/Hotel,Restaurant&CateringBusiness;Services/Retail/WholesaleBusiness,Distribution,Franchising;Agriculture,Forestry,FisheryandFood/Food&Beverages,FoodProcessing;Transportation,Logistics,Packaging/Packaging(Materials,Machinery&Equipment);Agriculture,Forestry,FisheryandFood/Agriculture,Forestry,FisheryProducts;Information,Telecommunication/Telecommunication,DataProcessing,Computer",Annual,pipat@kavinintertrade.co.th
0.518072353,The 5th Japanese Fine Products Exhibition in Shanghai 2015,China,Shanghai New International Expo Centre,"Beauty, health care and nursing care, daily necessities, household goods, appareland fashion, regional industrial and specialty products, other.","MedicalCare,Health/HealthCare(Equipment,Products&Services);Services/RegionalBusiness,RegionalIndustry&Products;Living/Textiles&Apparel(Materials,Products&Machinery);Living/Housewares,Tableware,Porcelain,Glassware;Living/Jewelry,Gold/Silverware,Accessories;Living/Cosmetics,BeautyCareProducts,Perfumery",Annual,NULL
0.471545983,Life Instyle & Kids Instyle Melbourne 2015(Life Instyle),Australia,Royal Exhibition Building,"Homewares, Textiles, Cushions & Furniture, Lighting, Gifts, Tablewares, Designer & Fashion Jewellery, Body Products, Fashion Accessories, kids fashion, designer toys, stationery.","Living/Textiles&Apparel(Materials,Products&Machinery);Living/Housewares,Tableware,Porcelain,Glassware;Living/Jewelry,Gold/Silverware,Accessories;Living/Furniture&Furnishings,Parts;Hobby,Education/Education&Training;Hobby,Education/Toys&Games",Annual,info@lifeinstyle.com.au
0.402235827,"India International Jewellery Show 2015, 32nd edition(IIJS 2015)",India,Bombay Exhibition Centre,"Gold Jewellery, Diamonds and Gemstones, Silver Jewellery, Fashion Jewellery, Machinery, Equipment.","Living/Jewelry,Gold/Silverware,Accessories;Living/Watches&Clocks,Cameras;Machinery,IndustrialTechnology/OtherIndustrialMachinery&Equipment",Annual,iijs@gjepcindia.com
0.422570467,INDOBUILDTECH SURABAYA 2015(Indobuildtech Expo),Indonesia,Grand City Surabaya,"Interior & Exterior Design Software, Interior Molding, Kitchen Wares, Laser Cutting, Lighting, Office Furniture, Plumbing, Prefabricated Housing, Rolling Door , Sanitary-ware, Security System, Swimming Pools, Tiles - Roof & Floor, Waterproofing, Decorative Lighting, Curtain, etc.","Building,Construction/Building&Construction,RealEstate;Building,Construction/Sanitation,Air-conditioning,Plumbing,Lighting;Living/Furniture&Furnishings,Parts;Information,Telecommunication/Telecommunication,DataProcessing,Computer;Living/Housewares,Tableware,Porcelain,Glassware",Annual,debindo@debindo-ite.com
